id,accession,title,lineage,taxon_id,scientific_name,library_strategy,library_layout,instrument_model,run_accession,nreads,read_average,total_spots,total_bases,size,published
30063,SRX025540,454 cDNA sequencing of embryo at 6.5hrs post fertilization,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Hemichordata; Enteropneusta; Harrimaniidae; Saccoglossus; Saccoglossus kowalevskii,10224,Saccoglossus kowalevskii,EST,SINGLE,454 GS FLX Titanium,SRR071703,2,4,399343,136206777,374522910,2010-11-08 16:17:38
30062,SRX025539,454 cDNA sequencing of proboscis base tissue,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Hemichordata; Enteropneusta; Harrimaniidae; Saccoglossus; Saccoglossus kowalevskii,10224,Saccoglossus kowalevskii,EST,SINGLE,454 GS FLX Titanium,SRR071715,2,4,463379,137265356,390990378,2010-11-08 16:30:21
30061,SRX025538,454 cDNA sequencing of embryo at 120hrs post fertilization,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Hemichordata; Enteropneusta; Harrimaniidae; Saccoglossus; Saccoglossus kowalevskii,10224,Saccoglossus kowalevskii,EST,SINGLE,454 GS FLX Titanium,SRR071709,2,4,539081,154285807,454297025,2010-11-08 16:26:53
30060,SRX025537,454 cDNA sequencing of embryo at 15hrs post fertilization,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Hemichordata; Enteropneusta; Harrimaniidae; Saccoglossus; Saccoglossus kowalevskii,10224,Saccoglossus kowalevskii,EST,SINGLE,454 GS FLX Titanium,SRR071722,2,4,541278,84688987,327153333,2010-11-08 16:38:49
30059,SRX025536,454 cDNA sequencing of embryo at 2nd cell stage post fertilization,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Hemichordata; Enteropneusta; Harrimaniidae; Saccoglossus; Saccoglossus kowalevskii,10224,Saccoglossus kowalevskii,EST,SINGLE,454 GS FLX Titanium,SRR071705,2,4,554285,195170622,516286474,2010-11-08 16:21:45
30058,SRX025535,454 cDNA sequencing of embryo at 13hrs post fertilization,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Hemichordata; Enteropneusta; Harrimaniidae; Saccoglossus; Saccoglossus kowalevskii,10224,Saccoglossus kowalevskii,EST,SINGLE,454 GS FLX Titanium,SRR071700,2,4,282569,73223426,222684544,2010-11-08 16:10:48
30057,SRX025534,454 cDNA sequencing of embryo at 23hrs post fertilization,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Deuterostomia; Hemichordata; Enteropneusta; Harrimaniidae; Saccoglossus; Saccoglossus kowalevskii,10224,Saccoglossus kowalevskii,EST,SINGLE,454 GS FLX Titanium,SRR071716,2,4,430656,129770621,380990211,2010-11-08 16:31:44
628826,SRX449878,P-ovary,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Crustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Astacidea; Astacoidea; Cambaridae; Cambarinae; Procambarus; Procambarus clarkii,6728,Procambarus clarkii,RNA-Seq,SINGLE,454 GS FLX+,SRR1144630,2,4,508144,457948078,1283635109,2014-01-26 00:00:00
628825,SRX449877,P-testis,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Crustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Astacidea; Astacoidea; Cambaridae; Cambarinae; Procambarus; Procambarus clarkii,6728,Procambarus clarkii,RNA-Seq,SINGLE,454 GS FLX+,SRR1144631,2,4,626829,485892824,1400376317,2014-01-26 00:00:00
35293,SRX029432,Transcript sequencing of Caenorhabditis elegans,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis; Caenorhabditis elegans,6239,Caenorhabditis elegans,RNA-Seq,SINGLE,454 GS FLX Titanium,SRR070374,2,4,371929,204452792,449361105,2010-10-28 09:00:11
35292,SRX029431,Transcript sequencing of Caenorhabditis elegans,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis; Caenorhabditis elegans,6239,Caenorhabditis elegans,RNA-Seq,SINGLE,454 GS FLX Titanium,SRR070373,2,4,648109,303855343,738256453,2010-10-28 08:57:02
35291,SRX029430,Transcript sequencing of Caenorhabditis elegans,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis; Caenorhabditis elegans,6239,Caenorhabditis elegans,RNA-Seq,SINGLE,454 GS FLX Titanium,SRR070372,2,4,498843,266886598,620329582,2010-10-28 08:53:23
35290,SRX029429,Transcript sequencing of Caenorhabditis elegans,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis; Caenorhabditis elegans,6239,Caenorhabditis elegans,RNA-Seq,SINGLE,454 GS FLX Titanium,SRR070371,2,4,259290,72438379,148676480,2010-10-28 08:48:29
35289,SRX029428,Transcript sequencing of Caenorhabditis elegans,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis; Caenorhabditis elegans,6239,Caenorhabditis elegans,RNA-Seq,SINGLE,454 GS FLX Titanium,SRR070370,2,4,280372,78443309,160709298,2010-10-28 08:44:41
626428,SRX447597,GSM1313921: Sample 99 Cleavage; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141237,1,35,2765313,96785955,49613532,2014-01-26 12:34:19
626427,SRX447596,GSM1313920: Sample 98 Late ring (cylinder); Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141236,1,35,1442365,50482775,25464461,2014-01-26 12:34:19
626426,SRX447595,GSM1313919: Sample 97 Late spot; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141235,1,35,2025829,70904015,35849742,2014-01-26 12:34:19
626425,SRX447594,GSM1313918: Sample 96 Free-swimming larvae (released in a two-hour period between 12-2pm); Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141234,1,35,1574625,55111875,28011160,2014-01-26 12:34:19
626424,SRX447593,GSM1313917: Sample 95 Late spot; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141233,1,35,7138814,249858490,127664949,2014-01-26 12:34:19
626423,SRX447592,GSM1313916: Sample 94 Free-swimming larvae (released in a two-hour period between 12-2pm); Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141232,1,35,2397383,83908405,43091345,2014-01-26 12:34:19
626422,SRX447591,GSM1313915: Sample 88 Late spot; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141231,1,35,4321842,151264470,77212138,2014-01-26 12:34:19
626421,SRX447590,GSM1313914: Sample 87 Spot; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141230,1,35,1046223,36617805,19169771,2014-01-26 12:34:19
626420,SRX447589,GSM1313913: Sample 86 Ring (round); Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141229,1,35,1043739,36530865,18887440,2014-01-26 12:34:19
626419,SRX447588,GSM1313912: Sample 85 Ring (round); Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141228,1,35,4674039,163591365,85654511,2014-01-26 12:34:19
626418,SRX447587,GSM1313911: Sample 84 Free-swimming larvae (released in a two-hour period between 12-2pm); Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141227,1,35,2413547,84474145,43480877,2014-01-26 12:34:19
626417,SRX447586,GSM1313910: Sample 81 Free-swimming larvae (released in a two-hour period between 12-2pm); Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141226,1,35,1888654,66102890,34202873,2014-01-26 12:34:19
626416,SRX447585,GSM1313909: Sample 79 Late spot; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141225,1,35,2166782,75837370,39355234,2014-01-26 12:34:19
626415,SRX447584,GSM1313908: Sample 78 Spot; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141224,1,35,4434891,155221185,78745823,2014-01-26 12:34:19
626414,SRX447583,GSM1313907: Sample 100 Cleavage; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141223,1,35,1559412,54579420,27828960,2014-01-26 12:34:19
626413,SRX447582,GSM1313906: Sample 74 Spot; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141222,1,35,2729091,95518185,48395452,2014-01-26 12:34:19
626412,SRX447581,GSM1313905: Sample 70 Ring (round); Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141221,1,35,3159428,110579980,56233928,2014-01-26 12:34:19
626411,SRX447580,GSM1313904: Sample 68 Cloud; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141220,1,35,4110918,143882130,73722018,2014-01-26 12:34:19
626410,SRX447579,GSM1313903: Sample 66 Spot; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141219,1,35,4922324,172281340,90406478,2014-01-26 12:34:19
626409,SRX447578,GSM1313902: Sample 65 Cleavage; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141218,1,35,2999479,104981765,53805607,2014-01-26 12:34:19
626408,SRX447577,GSM1313901: Sample 64 Cloud; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141217,1,35,4863479,170221765,87674724,2014-01-26 12:34:19
626407,SRX447576,GSM1313900: Sample 63 Brown; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141216,1,35,5795252,202833820,104029790,2014-01-26 12:34:19
626406,SRX447575,GSM1313899: Sample 62 Late spot; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141215,1,35,814638,28512330,15044607,2014-01-26 12:34:19
626405,SRX447574,GSM1313898: Sample 60 Brown; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141214,1,35,4240525,148418375,77995477,2014-01-26 12:34:19
626404,SRX447573,GSM1313897: Sample 59 Brown; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141213,1,35,3109879,108845765,56058488,2014-01-26 12:34:19
626403,SRX447572,GSM1313896: Sample 57 Late ring (cylinder); Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141212,1,35,2643266,92514310,47029597,2014-01-26 12:34:19
626402,SRX447571,GSM1313895: Sample 51 Cloud; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141211,1,35,2641392,92448720,47365681,2014-01-26 12:34:19
626401,SRX447570,GSM1313894: Sample 50 Cleavage; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141210,1,35,611043,21386505,10760840,2014-01-26 12:34:19
626400,SRX447569,GSM1313893: Sample 48 Spot; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141209,1,35,1768355,61892425,30121315,2014-01-26 12:34:19
626399,SRX447568,GSM1313892: Sample 46 Free-swimming larvae (released in a two-hour period between 12-2pm); Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141208,1,35,617585,21615475,10790486,2014-01-26 12:34:19
626398,SRX447567,GSM1313891: Sample 43 Free-swimming larvae (released in a two-hour period between 12-2pm); Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141207,1,35,649167,22720845,11275050,2014-01-26 12:34:19
626397,SRX447566,GSM1313890: Sample 42 Ring (round); Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141206,1,35,2378363,83242705,41466528,2014-01-26 12:34:19
626396,SRX447565,GSM1313889: Sample 41 Free-swimming larvae (released in a two-hour period between 12-2pm); Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141205,1,35,852456,29835960,14901423,2014-01-26 12:34:19
626395,SRX447564,GSM1313888: Sample 40 Spot; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141204,1,35,3071885,107515975,52303136,2014-01-26 12:34:19
626394,SRX447563,GSM1313887: Sample 39 Cleavage; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141203,1,35,1317772,46122020,22766545,2014-01-26 12:34:19
626393,SRX447562,GSM1313886: Sample 38 Late ring (cylinder); Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141202,1,35,1466353,51322355,25368447,2014-01-26 12:34:19
626392,SRX447561,GSM1313885: Sample 35 Cleavage; Amphimedon queenslandica; RNA-Seq,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Ceractinomorpha; Haplosclerida; Niphatidae; Amphimedon; Amphimedon queenslandica,400682,Amphimedon queenslandica,RNA-Seq,SINGLE,Illumina HiSeq 2000,SRR1141201,1,35,796400,27874000,14122213,2014-01-26 12:34:19
